transaction_id,date,amount,category,merchant,city,status,month,month_num,hour,day_of_week,is_anomaly
86,2025-01-22 06:00:00,59.0,Retail,StayPremium,Miami,approved,January,1,6,Wednesday,False
87,2025-01-22 12:00:00,196.18,Food,GourmetHub,Houston,declined,January,1,12,Wednesday,False
88,2025-01-22 18:00:00,152.23,Travel,GourmetHub,Miami,approved,January,1,18,Wednesday,False
89,2025-01-23 00:00:00,327.34,Transport,AirElite,New York,approved,January,1,0,Thursday,False
90,2025-01-23 06:00:00,95.86,Travel,TechNow,New York,approved,January,1,6,Thursday,False
91,2025-01-23 12:00:00,19.11,Transport,AirElite,New York,approved,January,1,12,Thursday,False
92,2025-01-23 18:00:00,187.37,Food,StyleVault,Chicago,approved,January,1,18,Thursday,False
93,2025-01-24 00:00:00,214.56,Food,SkyBridge Travel,Chicago,declined,January,1,0,Friday,False
94,2025-01-24 06:00:00,123.58,Food,RoadEasy,Los Angeles,approved,January,1,6,Friday,False
95,2025-01-24 12:00:00,221.08,Travel,MediPlus,Los Angeles,approved,January,1,12,Friday,False
96,2025-01-24 18:00:00,102.12,Travel,SkyBridge Travel,Los Angeles,approved,January,1,18,Friday,False
97,2025-01-25 00:00:00,110.95,Travel,SkyBridge Travel,Chicago,approved,January,1,0,Saturday,False
98,2025-01-25 06:00:00,83.67,Travel,AirElite,Chicago,approved,January,1,6,Saturday,False
99,2025-01-25 12:00:00,3.86,Tech,MediPlus,Los Angeles,approved,January,1,12,Saturday,False
100,2025-01-25 18:00:00,17.13,Retail,MediPlus,Los Angeles,approved,January,1,18,Saturday,False
101,2025-01-26 00:00:00,4.79,Travel,MediPlus,Houston,flagged,January,1,0,Sunday,False
102,2025-01-26 06:00:00,151.76,Transport,AirElite,Los Angeles,approved,January,1,6,Sunday,False
103,2025-01-26 12:00:00,56.61,Healthcare,SkyBridge Travel,Houston,flagged,January,1,12,Sunday,False
104,2025-01-26 18:00:00,106.57,Transport,AirElite,Miami,declined,January,1,18,Sunday,False
105,2025-01-27 00:00:00,357.19,Transport,GourmetHub,Chicago,flagged,January,1,0,Monday,False
106,2025-01-27 06:00:00,43.01,Travel,GourmetHub,Los Angeles,approved,January,1,6,Monday,False
107,2025-01-27 12:00:00,79.24,Retail,AirElite,Chicago,flagged,January,1,12,Monday,False
108,2025-01-27 18:00:00,211.31,Tech,MediPlus,Chicago,approved,January,1,18,Monday,False
109,2025-01-28 00:00:00,38.97,Tech,StayPremium,Chicago,declined,January,1,0,Tuesday,False
110,2025-01-28 06:00:00,12.02,Travel,SkyBridge Travel,Miami,approved,January,1,6,Tuesday,False
111,2025-01-28 12:00:00,51.32,Tech,AirElite,New York,flagged,January,1,12,Tuesday,False
112,2025-01-28 18:00:00,26.37,Travel,AirElite,Los Angeles,declined,January,1,18,Tuesday,False
113,2025-01-29 00:00:00,398.24,Travel,AirElite,New York,declined,January,1,0,Wednesday,False
114,2025-01-29 06:00:00,247.63,Food,StayPremium,New York,approved,January,1,6,Wednesday,False
115,2025-01-29 12:00:00,150.52,Food,StayPremium,New York,flagged,January,1,12,Wednesday,False
116,2025-01-29 18:00:00,307.73,Food,StyleVault,Chicago,declined,January,1,18,Wednesday,False
117,2025-01-30 00:00:00,244.2,Travel,GourmetHub,Houston,declined,January,1,0,Thursday,False
118,2025-01-30 06:00:00,30.97,Healthcare,RoadEasy,Chicago,approved,January,1,6,Thursday,False
119,2025-01-30 12:00:00,334.62,Travel,MediPlus,Chicago,declined,January,1,12,Thursday,False
120,2025-01-30 18:00:00,116.26,Travel,TechNow,New York,approved,January,1,18,Thursday,False
121,2025-01-31 00:00:00,247.1,Healthcare,StayPremium,Chicago,flagged,January,1,0,Friday,False
122,2025-01-31 06:00:00,339.64,Transport,RoadEasy,New York,flagged,January,1,6,Friday,False
123,2025-01-31 12:00:00,57.41,Healthcare,StayPremium,Houston,flagged,January,1,12,Friday,False
124,2025-01-31 18:00:00,17.49,Tech,MediPlus,Los Angeles,approved,January,1,18,Friday,False
125,2025-02-01 00:00:00,38.8,Food,TechNow,New York,flagged,February,2,0,Saturday,False
126,2025-02-01 06:00:00,83.56,Food,StyleVault,Houston,declined,February,2,6,Saturday,False
127,2025-02-01 12:00:00,255.57,Travel,AirElite,Los Angeles,approved,February,2,12,Saturday,False
128,2025-02-01 18:00:00,295.7,Retail,StyleVault,Miami,approved,February,2,18,Saturday,False
129,2025-02-02 00:00:00,1.05,Retail,StayPremium,New York,approved,February,2,0,Sunday,False
130,2025-02-02 06:00:00,107.23,Travel,StyleVault,New York,flagged,February,2,6,Sunday,False
131,2025-02-02 12:00:00,81.04,Tech,RoadEasy,Miami,flagged,February,2,12,Sunday,False
132,2025-02-02 18:00:00,37.68,Retail,SkyBridge Travel,Miami,approved,February,2,18,Sunday,False
133,2025-02-03 00:00:00,19.15,Travel,StayPremium,New York,approved,February,2,0,Monday,False
134,2025-02-03 06:00:00,61.79,Travel,StayPremium,Miami,approved,February,2,6,Monday,False
135,2025-02-03 12:00:00,429.47,Tech,RoadEasy,Chicago,approved,February,2,12,Monday,False
136,2025-02-03 18:00:00,58.56,Travel,GourmetHub,Los Angeles,flagged,February,2,18,Monday,False
137,2025-02-04 00:00:00,109.72,Healthcare,TechNow,Los Angeles,approved,February,2,0,Tuesday,False
138,2025-02-04 06:00:00,182.11,Retail,AirElite,Los Angeles,declined,February,2,6,Tuesday,False
139,2025-02-04 12:00:00,67.8,Retail,RoadEasy,Chicago,declined,February,2,12,Tuesday,False
140,2025-02-04 18:00:00,535.17,Food,TechNow,Miami,approved,February,2,18,Tuesday,True
141,2025-02-05 00:00:00,492.3,Healthcare,MediPlus,Houston,flagged,February,2,0,Wednesday,True
142,2025-02-05 06:00:00,43.51,Retail,TechNow,Miami,approved,February,2,6,Wednesday,False
143,2025-02-05 12:00:00,103.15,Food,MediPlus,New York,flagged,February,2,12,Wednesday,False
144,2025-02-05 18:00:00,53.69,Food,RoadEasy,Los Angeles,approved,February,2,18,Wednesday,False
145,2025-02-06 00:00:00,50.29,Travel,StayPremium,Miami,approved,February,2,0,Thursday,False
146,2025-02-06 06:00:00,5.64,Healthcare,StayPremium,Houston,flagged,February,2,6,Thursday,False
147,2025-02-06 12:00:00,141.07,Tech,GourmetHub,New York,approved,February,2,12,Thursday,False
148,2025-02-06 18:00:00,104.78,Food,RoadEasy,Chicago,approved,February,2,18,Thursday,False
149,2025-02-07 00:00:00,7.93,Healthcare,MediPlus,Chicago,flagged,February,2,0,Friday,False
150,2025-02-07 06:00:00,48.99,Healthcare,TechNow,Houston,flagged,February,2,6,Friday,False
151,2025-02-07 12:00:00,358.33,Tech,TechNow,New York,approved,February,2,12,Friday,False
152,2025-02-07 18:00:00,41.08,Healthcare,MediPlus,Los Angeles,approved,February,2,18,Friday,False
153,2025-02-08 00:00:00,23.48,Tech,StyleVault,Miami,declined,February,2,0,Saturday,False
154,2025-02-08 06:00:00,100.84,Tech,GourmetHub,New York,approved,February,2,6,Saturday,False
155,2025-02-08 12:00:00,636.61,Food,SkyBridge Travel,Chicago,approved,February,2,12,Saturday,True
156,2025-02-08 18:00:00,41.57,Tech,StayPremium,Houston,flagged,February,2,18,Saturday,False
157,2025-02-09 00:00:00,167.27,Travel,AirElite,Houston,approved,February,2,0,Sunday,False
158,2025-02-09 06:00:00,215.08,Healthcare,TechNow,Miami,approved,February,2,6,Sunday,False
159,2025-02-09 12:00:00,40.7,Healthcare,AirElite,Houston,declined,February,2,12,Sunday,False
160,2025-02-09 18:00:00,195.41,Travel,SkyBridge Travel,Houston,flagged,February,2,18,Sunday,False
161,2025-02-10 00:00:00,68.78,Healthcare,RoadEasy,New York,approved,February,2,0,Monday,False
162,2025-02-10 06:00:00,150.08,Travel,AirElite,Los Angeles,approved,February,2,6,Monday,False
163,2025-02-10 12:00:00,150.58,Retail,SkyBridge Travel,Miami,approved,February,2,12,Monday,False
164,2025-02-10 18:00:00,115.11,Tech,StayPremium,New York,declined,February,2,18,Monday,False
165,2025-02-11 00:00:00,14.19,Travel,MediPlus,Los Angeles,approved,February,2,0,Tuesday,False
166,2025-02-11 06:00:00,270.55,Tech,StyleVault,New York,approved,February,2,6,Tuesday,False
167,2025-02-11 12:00:00,58.02,Healthcare,StayPremium,New York,approved,February,2,12,Tuesday,False
168,2025-02-11 18:00:00,30.96,Food,TechNow,Houston,approved,February,2,18,Tuesday,False
169,2025-02-12 00:00:00,6.24,Travel,SkyBridge Travel,Los Angeles,flagged,February,2,0,Wednesday,False
170,2025-02-12 06:00:00,134.07,Retail,AirElite,Miami,flagged,February,2,6,Wednesday,False
171,2025-02-12 12:00:00,169.78,Food,TechNow,Miami,flagged,February,2,12,Wednesday,False
172,2025-02-12 18:00:00,2.51,Transport,StyleVault,Los Angeles,approved,February,2,18,Wednesday,False
173,2025-02-13 00:00:00,107.64,Food,MediPlus,Houston,approved,February,2,0,Thursday,False
174,2025-02-13 06:00:00,38.52,Travel,RoadEasy,Chicago,approved,February,2,6,Thursday,False
175,2025-02-13 12:00:00,155.42,Food,TechNow,New York,declined,February,2,12,Thursday,False
176,2025-02-13 18:00:00,28.74,Food,RoadEasy,Houston,flagged,February,2,18,Thursday,False
177,2025-02-14 00:00:00,176.13,Tech,SkyBridge Travel,Los Angeles,flagged,February,2,0,Friday,False
178,2025-02-14 06:00:00,73.34,Travel,StyleVault,New York,approved,February,2,6,Friday,False
179,2025-02-14 12:00:00,414.05,Tech,AirElite,Miami,approved,February,2,12,Friday,False
180,2025-02-14 18:00:00,22.19,Food,StyleVault,Chicago,approved,February,2,18,Friday,False
181,2025-02-15 00:00:00,62.57,Transport,StyleVault,Miami,approved,February,2,0,Saturday,False
182,2025-02-15 06:00:00,18.07,Retail,GourmetHub,Los Angeles,flagged,February,2,6,Saturday,False
183,2025-02-15 12:00:00,387.93,Food,StyleVault,New York,approved,February,2,12,Saturday,False
184,2025-02-15 18:00:00,314.75,Transport,StyleVault,Los Angeles,approved,February,2,18,Saturday,False
185,2025-02-16 00:00:00,44.75,Travel,StayPremium,New York,declined,February,2,0,Sunday,False
186,2025-02-16 06:00:00,161.81,Transport,TechNow,Houston,approved,February,2,6,Sunday,False
187,2025-02-16 12:00:00,254.92,Tech,AirElite,Chicago,approved,February,2,12,Sunday,False
188,2025-02-16 18:00:00,121.52,Travel,StayPremium,Houston,approved,February,2,18,Sunday,False
189,2025-02-17 00:00:00,113.14,Retail,StayPremium,Houston,declined,February,2,0,Monday,False
190,2025-02-17 06:00:00,41.53,Tech,TechNow,Los Angeles,flagged,February,2,6,Monday,False
191,2025-02-17 12:00:00,14.66,Travel,TechNow,Chicago,approved,February,2,12,Monday,False
192,2025-02-17 18:00:00,341.27,Food,SkyBridge Travel,New York,flagged,February,2,18,Monday,False
193,2025-02-18 00:00:00,346.02,Retail,TechNow,New York,approved,February,2,0,Tuesday,False
194,2025-02-18 06:00:00,150.4,Food,GourmetHub,Miami,flagged,February,2,6,Tuesday,False
195,2025-02-18 12:00:00,62.11,Travel,GourmetHub,New York,declined,February,2,12,Tuesday,False
196,2025-02-18 18:00:00,64.44,Healthcare,StayPremium,Los Angeles,approved,February,2,18,Tuesday,False
197,2025-02-19 00:00:00,194.17,Transport,RoadEasy,Houston,declined,February,2,0,Wednesday,False
198,2025-02-19 06:00:00,341.11,Transport,SkyBridge Travel,Houston,approved,February,2,6,Wednesday,False
199,2025-02-19 12:00:00,327.17,Tech,RoadEasy,Houston,approved,February,2,12,Wednesday,False
200,2025-02-19 18:00:00,227.03,Travel,RoadEasy,Chicago,declined,February,2,18,Wednesday,False
201,2025-02-20 00:00:00,154.1,Tech,StayPremium,New York,approved,February,2,0,Thursday,False
202,2025-02-20 06:00:00,13.18,Travel,MediPlus,Los Angeles,approved,February,2,6,Thursday,False
203,2025-02-20 12:00:00,26.44,Travel,StayPremium,Chicago,approved,February,2,12,Thursday,False
204,2025-02-20 18:00:00,343.23,Retail,AirElite,Miami,flagged,February,2,18,Thursday,False
205,2025-02-21 00:00:00,139.87,Retail,AirElite,Los Angeles,approved,February,2,0,Friday,False
206,2025-02-21 06:00:00,1.39,Tech,TechNow,Los Angeles,approved,February,2,6,Friday,False
207,2025-02-21 12:00:00,16.05,Tech,TechNow,Los Angeles,approved,February,2,12,Friday,False
208,2025-02-21 18:00:00,163.37,Retail,MediPlus,Houston,approved,February,2,18,Friday,False
209,2025-02-22 00:00:00,0.76,Travel,TechNow,Los Angeles,flagged,February,2,0,Saturday,False
210,2025-02-22 06:00:00,26.3,Transport,AirElite,New York,declined,February,2,6,Saturday,False
211,2025-02-22 12:00:00,119.35,Retail,RoadEasy,Los Angeles,flagged,February,2,12,Saturday,False
212,2025-02-22 18:00:00,176.6,Retail,StayPremium,Houston,approved,February,2,18,Saturday,False
213,2025-02-23 00:00:00,158.32,Travel,StyleVault,Los Angeles,approved,February,2,0,Sunday,False
214,2025-02-23 06:00:00,38.09,Tech,GourmetHub,Miami,approved,February,2,6,Sunday,False
215,2025-02-23 12:00:00,186.81,Tech,StyleVault,Miami,approved,February,2,12,Sunday,False
216,2025-02-23 18:00:00,40.62,Travel,StyleVault,Houston,approved,February,2,18,Sunday,False
217,2025-02-24 00:00:00,59.05,Travel,AirElite,New York,approved,February,2,0,Monday,False
218,2025-02-24 06:00:00,205.85,Tech,StyleVault,New York,approved,February,2,6,Monday,False
219,2025-02-24 12:00:00,157.32,Food,StayPremium,Chicago,declined,February,2,12,Monday,False
220,2025-02-24 18:00:00,283.79,Travel,MediPlus,Houston,approved,February,2,18,Monday,False
221,2025-02-25 00:00:00,160.77,Transport,SkyBridge Travel,Los Angeles,declined,February,2,0,Tuesday,False
222,2025-02-25 06:00:00,126.01,Travel,TechNow,Houston,approved,February,2,6,Tuesday,False
223,2025-02-25 12:00:00,14.75,Retail,SkyBridge Travel,Chicago,approved,February,2,12,Tuesday,False
224,2025-02-25 18:00:00,68.76,Transport,RoadEasy,Houston,flagged,February,2,18,Tuesday,False
225,2025-02-26 00:00:00,46.22,Retail,StayPremium,Houston,approved,February,2,0,Wednesday,False
226,2025-02-26 06:00:00,41.96,Food,StayPremium,Chicago,declined,February,2,6,Wednesday,False
227,2025-02-26 12:00:00,541.85,Retail,GourmetHub,New York,approved,February,2,12,Wednesday,True
228,2025-02-26 18:00:00,74.91,Travel,StayPremium,Los Angeles,approved,February,2,18,Wednesday,False
229,2025-02-27 00:00:00,333.91,Transport,TechNow,Chicago,approved,February,2,0,Thursday,False
230,2025-02-27 06:00:00,149.6,Retail,StayPremium,Miami,approved,February,2,6,Thursday,False
231,2025-02-27 12:00:00,237.57,Healthcare,StyleVault,New York,declined,February,2,12,Thursday,False
232,2025-02-27 18:00:00,104.77,Travel,GourmetHub,Miami,declined,February,2,18,Thursday,False
233,2025-02-28 00:00:00,129.02,Travel,TechNow,New York,approved,February,2,0,Friday,False
234,2025-02-28 06:00:00,101.74,Travel,MediPlus,Los Angeles,declined,February,2,6,Friday,False
235,2025-02-28 12:00:00,32.58,Food,MediPlus,Los Angeles,approved,February,2,12,Friday,False
236,2025-02-28 18:00:00,192.26,Retail,MediPlus,Houston,flagged,February,2,18,Friday,False
237,2025-03-01 00:00:00,49.44,Healthcare,MediPlus,Miami,flagged,March,3,0,Saturday,False
238,2025-03-01 06:00:00,3.69,Retail,StyleVault,New York,approved,March,3,6,Saturday,False
239,2025-03-01 12:00:00,155.55,Transport,StayPremium,Los Angeles,flagged,March,3,12,Saturday,False
240,2025-03-01 18:00:00,29.24,Travel,SkyBridge Travel,Chicago,approved,March,3,18,Saturday,False
241,2025-03-02 00:00:00,423.16,Healthcare,TechNow,Los Angeles,approved,March,3,0,Sunday,False
242,2025-03-02 06:00:00,461.63,Tech,StyleVault,Chicago,declined,March,3,6,Sunday,True
243,2025-03-02 12:00:00,369.53,Tech,MediPlus,New York,approved,March,3,12,Sunday,False
244,2025-03-02 18:00:00,69.34,Healthcare,RoadEasy,Los Angeles,approved,March,3,18,Sunday,False
245,2025-03-03 00:00:00,2.34,Tech,StayPremium,Los Angeles,declined,March,3,0,Monday,False
246,2025-03-03 06:00:00,395.33,Food,SkyBridge Travel,New York,approved,March,3,6,Monday,False
247,2025-03-03 12:00:00,83.84,Travel,RoadEasy,Los Angeles,declined,March,3,12,Monday,False
248,2025-03-03 18:00:00,510.13,Travel,GourmetHub,Chicago,flagged,March,3,18,Monday,True
249,2025-03-04 00:00:00,497.06,Transport,RoadEasy,Los Angeles,approved,March,3,0,Tuesday,True
250,2025-03-04 06:00:00,287.61,Food,GourmetHub,Miami,approved,March,3,6,Tuesday,False
251,2025-03-04 12:00:00,52.32,Tech,GourmetHub,Houston,declined,March,3,12,Tuesday,False
252,2025-03-04 18:00:00,72.94,Retail,MediPlus,Chicago,declined,March,3,18,Tuesday,False
253,2025-03-05 00:00:00,285.71,Travel,GourmetHub,Miami,approved,March,3,0,Wednesday,False
254,2025-03-05 06:00:00,57.17,Travel,AirElite,New York,flagged,March,3,6,Wednesday,False
255,2025-03-05 12:00:00,27.86,Tech,TechNow,Chicago,approved,March,3,12,Wednesday,False
256,2025-03-05 18:00:00,122.06,Retail,TechNow,Houston,approved,March,3,18,Wednesday,False
257,2025-03-06 00:00:00,412.69,Travel,MediPlus,Houston,flagged,March,3,0,Thursday,False
258,2025-03-06 06:00:00,178.62,Retail,AirElite,New York,approved,March,3,6,Thursday,False
259,2025-03-06 12:00:00,126.62,Travel,RoadEasy,New York,approved,March,3,12,Thursday,False
260,2025-03-06 18:00:00,15.33,Food,StyleVault,Chicago,approved,March,3,18,Thursday,False
261,2025-03-07 00:00:00,143.18,Travel,RoadEasy,Los Angeles,declined,March,3,0,Friday,False
262,2025-03-07 06:00:00,691.59,Tech,StayPremium,New York,flagged,March,3,6,Friday,True
263,2025-03-07 12:00:00,22.64,Retail,StyleVault,Los Angeles,approved,March,3,12,Friday,False
264,2025-03-07 18:00:00,109.57,Retail,GourmetHub,Miami,approved,March,3,18,Friday,False
265,2025-03-08 00:00:00,314.79,Travel,SkyBridge Travel,Houston,approved,March,3,0,Saturday,False
266,2025-03-08 06:00:00,202.51,Travel,StyleVault,Los Angeles,flagged,March,3,6,Saturday,False
267,2025-03-08 12:00:00,179.11,Retail,SkyBridge Travel,Houston,declined,March,3,12,Saturday,False
268,2025-03-08 18:00:00,181.84,Retail,TechNow,Los Angeles,declined,March,3,18,Saturday,False
269,2025-03-09 00:00:00,66.82,Food,SkyBridge Travel,Miami,flagged,March,3,0,Sunday,False
270,2025-03-09 06:00:00,52.13,Retail,TechNow,New York,declined,March,3,6,Sunday,False
271,2025-03-09 12:00:00,248.61,Tech,AirElite,Miami,approved,March,3,12,Sunday,False
272,2025-03-09 18:00:00,249.2,Healthcare,AirElite,New York,approved,March,3,18,Sunday,False
273,2025-03-10 00:00:00,302.69,Tech,MediPlus,New York,approved,March,3,0,Monday,False
274,2025-03-10 06:00:00,366.69,Travel,MediPlus,Houston,flagged,March,3,6,Monday,False
275,2025-03-10 12:00:00,107.41,Retail,GourmetHub,Miami,approved,March,3,12,Monday,False
276,2025-03-10 18:00:00,104.43,Travel,StyleVault,Los Angeles,approved,March,3,18,Monday,False
